"State","Abb","Year","Population","Aggravated.assault","Burglary","Larceny.theft","Legacy.rape","Motor.vehicle.theft","Murder","Rape","Robbery"
"Connecticut","CT",1984,3154000,5532,35607,84630,759,13336,122,NA,6009
"Connecticut","CT",1985,3174000,5843,36041,86524,763,14007,120,NA,6032
"Connecticut","CT",1986,3189000,6541,38190,87963,760,14258,148,NA,6129
"Connecticut","CT",1987,3211000,6779,39120,90852,800,16986,156,NA,5720
"Connecticut","CT",1988,3241000,7656,39477,91079,849,19899,174,NA,6080
"Connecticut","CT",1989,3239000,8538,40035,91483,892,22601,190,NA,6956
"Connecticut","CT",1990,3287116,9400,40355,94485,918,24027,166,NA,7717
"Connecticut","CT",1991,3291000,9230,39198,93384,960,26188,187,NA,7384
"Connecticut","CT",1992,3281000,8284,36372,89463,884,23700,166,NA,6918
"Connecticut","CT",1993,3277000,7496,32052,85876,800,19515,206,NA,6447
"Connecticut","CT",1994,3275000,7745,29142,84721,806,20167,215,NA,6150
"Connecticut","CT",1995,3275000,7022,29095,87401,776,17692,150,NA,5345
"Connecticut","CT",1996,3274000,7025,27574,81328,755,16022,158,NA,5552
"Connecticut","CT",1997,3270000,6918,24143,78821,740,14541,124,NA,4999
"Connecticut","CT",1998,3274000,6751,21801,77472,728,12705,135,NA,4379
"Connecticut","CT",1999,3282031,6527,19298,69299,654,11297,107,NA,4054
"Connecticut","CT",2000,3405565,6450,17436,68498,678,13099,98,NA,3832
"Connecticut","CT",2001,3434602,6565,17159,65762,639,12378,105,NA,4183
"Connecticut","CT",2002,3458587,5914,17111,64735,740,11580,84,NA,4069
"Connecticut","CT",2003,3486960,6023,16043,65568,698,11370,112,NA,4212
"Connecticut","CT",2004,3498966,5070,15959,66770,755,11213,100,NA,4188
"Connecticut","CT",2005,3500701,4792,15245,64416,712,10609,105,NA,3933
"Connecticut","CT",2006,3504809,5212,15583,64765,696,10290,137,NA,4460
"Connecticut","CT",2007,3502309,5441,15640,60937,690,9951,113,NA,4303
"Connecticut","CT",2008,3501252,5882,15107,63212,680,8891,132,NA,4043
"Connecticut","CT",2009,3518288,5824,15172,59992,657,7461,106,NA,4001
"Connecticut","CT",2010,3575498,5802,15145,56413,595,6701,133,NA,3553
"Connecticut","CT",2011,3586717,5382,15468,55067,689,6670,129,NA,3689
"Connecticut","CT",2012,3591765,5424,14787,55904,933,6478,117,NA,3709
"Connecticut","CT",2013,3596080,4869,12892,51876,668,6222,86,955,3530
"Connecticut","CT",2014,3596677,4495,11955,51005,571,6110,86,782,3159
"Connecticut","CT",2015,3590886,4063,10053,48675,582,6338,117,773,2892
"Connecticut","CT",2016,3576452,4579,10045,47512,561,7107,78,763,2703
"Connecticut","CT",2017,3588184,4428,8890,47310,NA,7309,102,837,2813
"Delaware","DE",1961,458000,147,2711,5885,27,747,20,NA,124
"Delaware","DE",1962,469000,134,2814,6479,44,864,20,NA,140
"Delaware","DE",1963,476000,176,3366,6559,43,967,24,NA,181
"Delaware","DE",1964,491000,275,3313,7211,40,1277,23,NA,203
"Delaware","DE",1965,505000,213,3272,7062,33,1269,29,NA,286
"Delaware","DE",1966,512000,260,3903,7469,49,1386,46,NA,300
"Delaware","DE",1967,524000,500,4360,7861,60,1983,45,NA,343
"Delaware","DE",1968,534000,607,4726,8647,75,2243,45,NA,561
"Delaware","DE",1969,540000,836,4737,10043,74,2541,43,NA,635
"Delaware","DE",1970,548104,1073,5789,12718,102,3064,42,NA,578
"Delaware","DE",1971,558000,1120,7759,14902,102,3263,34,NA,804
"Delaware","DE",1972,565000,1327,7059,13544,80,2775,39,NA,735
"Delaware","DE",1973,576000,1371,7024,14552,91,2804,34,NA,520
"Delaware","DE",1974,573000,1648,8697,19825,99,3030,59,NA,733
"Delaware","DE",1975,579000,1213,10574,22737,105,3028,42,NA,910
"Delaware","DE",1976,582000,984,8978,22790,103,2819,36,NA,749
"Delaware","DE",1977,582000,1130,9793,21408,145,2718,35,NA,914
"Delaware","DE",1978,583000,1563,9466,22111,119,2897,39,NA,848
"Delaware","DE",1979,582000,2179,8890,23081,162,2882,33,NA,753
"Delaware","DE",1980,594779,1824,9698,25077,144,2707,41,NA,815
"Delaware","DE",1981,598000,1990,9627,24759,170,2572,40,NA,844
"Delaware","DE",1982,602000,2415,8698,23891,186,2478,32,NA,737
"Delaware","DE",1983,606000,1793,7414,20908,229,2056,25,NA,699
"Delaware","DE",1984,613000,1635,6678,19747,300,1596,25,NA,711
"Delaware","DE",1985,622000,1596,6826,19638,296,1700,30,NA,773
"Delaware","DE",1986,633000,1526,6598,19562,360,1721,31,NA,786
"Delaware","DE",1987,644000,1511,6572,20453,441,2007,33,NA,789
"Delaware","DE",1988,660000,1672,6868,19824,491,2001,34,NA,784
"Delaware","DE",1989,673000,2208,6072,20294,569,2632,34,NA,934
"Delaware","DE",1990,666168,2647,6465,21922,587,2957,33,NA,1098
"Delaware","DE",1991,680000,2772,7668,24836,588,2551,37,NA,1460
"Delaware","DE",1992,689000,2615,6598,20419,591,2109,32,NA,1042
"Delaware","DE",1993,700000,2920,6244,20853,539,2207,35,NA,1307
"Delaware","DE",1994,706000,2829,6198,20828,546,2945,33,NA,1141
"Delaware","DE",1995,717000,3173,6491,22329,575,2970,25,NA,1425
"Delaware","DE",1996,725000,3056,5830,21665,454,3148,31,NA,1304
"Delaware","DE",1997,732000,3520,6421,25904,428,4253,22,NA,1783
"Delaware","DE",1998,744000,3707,6395,24649,499,3186,21,NA,1445
"Delaware","DE",1999,753538,3489,5245,22634,529,3043,24,NA,1492
"Delaware","DE",2000,783600,3520,5216,21360,424,3151,25,NA,1394
"Delaware","DE",2001,796599,3269,5144,19476,420,2779,23,NA,1156
"Delaware","DE",2002,805945,3298,5355,18555,358,3057,26,NA,1154
"Delaware","DE",2003,818166,3693,6066,18933,370,2944,21,NA,1441
"Delaware","DE",2004,830069,3377,5669,19285,357,2302,28,NA,1343
"Delaware","DE",2005,841741,3612,5811,18085,377,2349,37,NA,1306
"Delaware","DE",2006,853476,3733,6337,20449,417,2884,42,NA,1791
"Delaware","DE",2007,864764,3957,6420,20454,341,2342,39,NA,1763
"Delaware","DE",2008,873092,3912,6783,22045,371,2557,57,NA,1847
"Delaware","DE",2009,885122,3597,6943,20836,395,1906,41,NA,1680
"Delaware","DE",2010,899792,3392,7550,21593,326,1935,51,NA,1839
"Delaware","DE",2011,908137,3231,7617,22001,307,1545,48,NA,1558
"Delaware","DE",2012,917053,3245,7389,21880,249,1438,56,NA,1498
"Delaware","DE",2013,925749,2904,6131,20916,266,1332,39,380,1226
"Delaware","DE",2014,935614,2867,5768,20865,249,1267,54,386,1269
"Delaware","DE",2015,945934,3081,4773,19501,243,1181,63,341,1235
"Delaware","DE",2016,952065,3121,5023,19791,221,1520,56,308,1359
"Delaware","DE",2017,961939,2891,3970,18138,NA,1369,54,334,1082
"District of Columbia","D.C.",1961,763956,2955,4902,9732,100,2459,88,NA,1348
"District of Columbia","D.C.",1962,784000,3005,5022,9855,82,2581,91,NA,1572
"District of Columbia","D.C.",1963,798000,2851,6984,10395,87,3465,95,NA,1707
"District of Columbia","D.C.",1964,808000,2605,8910,10920,96,5392,132,NA,2279
"District of Columbia","D.C.",1965,803000,2635,9886,12576,140,5619,148,NA,2881
"District of Columbia","D.C.",1966,808000,3177,10498,15719,134,6565,141,NA,3703
"District of Columbia","D.C.",1967,809000,3143,14702,21425,172,8507,178,NA,5759
"District of Columbia","D.C.",1968,809000,3103,17950,22169,260,11354,195,NA,8622
"District of Columbia","D.C.",1969,798000,3609,22902,31910,776,11190,287,NA,12366
"District of Columbia","D.C.",1970,756510,4089,21740,32638,720,11110,221,NA,11816
"District of Columbia","D.C.",1971,741000,3972,18818,26882,615,8732,275,NA,11222
"District of Columbia","D.C.",1972,748000,3897,12801,27603,714,5821,245,NA,7751
"District of Columbia","D.C.",1973,746000,3591,11801,30781,596,4713,268,NA,7171
"District of Columbia","D.C.",1974,723000,2811,14126,25004,561,3924,277,NA,7941
"District of Columbia","D.C.",1975,716000,2812,13164,25892,520,3397,235,NA,9137
"District of Columbia","D.C.",1976,702000,2659,11869,24506,508,2952,188,NA,7044
"District of Columbia","D.C.",1977,690000,2594,11590,25646,402,2742,192,NA,6655
"District of Columbia","D.C.",1978,674000,2546,12497,25744,447,3194,189,NA,6333
"District of Columbia","D.C.",1979,656000,2964,13452,28819,489,3606,180,NA,6920
"District of Columbia","D.C.",1980,635233,3236,16260,31068,439,3568,200,NA,8897
"District of Columbia","D.C.",1981,636000,3432,16832,32845,414,3765,223,NA,10399
"District of Columbia","D.C.",1982,631000,3645,14774,33435,421,4086,194,NA,9137
"District of Columbia","D.C.",1983,623000,3646,12483,29405,406,3955,183,NA,7698
"District of Columbia","D.C.",1984,623000,4097,10954,27471,366,4374,175,NA,6087
"District of Columbia","D.C.",1985,626000,4457,10005,24874,337,5025,147,NA,5230
"District of Columbia","D.C.",1986,626000,4181,10815,25861,328,6105,194,NA,4720
"District of Columbia","D.C.",1987,622000,5084,11244,25012,245,6297,225,NA,4462
"District of Columbia","D.C.",1988,620000,5690,12300,28624,165,8633,369,NA,5690
"District of Columbia","D.C.",1989,604000,5775,11780,29164,186,8291,434,NA,6542
"District of Columbia","D.C.",1990,606900,6779,12035,30326,303,8109,472,NA,7365
"District of Columbia","D.C.",1991,598000,6706,12405,29182,214,8135,482,NA,7269
"District of Columbia","D.C.",1992,589000,8568,10721,30663,215,9118,443,NA,7459
"District of Columbia","D.C.",1993,578000,9003,11534,31495,324,8062,454,NA,7107
"District of Columbia","D.C.",1994,570000,8218,10037,29711,249,8261,399,NA,6311
"District of Columbia","D.C.",1995,554000,7228,10185,32319,292,10193,360,NA,6864
"District of Columbia","D.C.",1996,543000,6310,9828,31385,260,9975,397,NA,6444
"District of Columbia","D.C.",1997,529000,5688,6963,26809,218,7569,301,NA,4501
"District of Columbia","D.C.",1998,523000,4932,6361,24360,190,6501,260,NA,3606
"District of Columbia","D.C.",1999,519000,4615,5067,21701,248,6652,241,NA,3344
"District of Columbia","D.C.",2000,572059,4582,4745,21655,251,6600,239,NA,3554
"District of Columbia","D.C.",2001,573822,5003,4949,22313,181,7970,231,NA,3780
"District of Columbia","D.C.",2002,569157,4962,5170,21708,262,9599,264,NA,3834
"District of Columbia","D.C.",2003,557620,4597,4671,18119,274,9906,249,NA,3941
"District of Columbia","D.C.",2004,554239,3968,3946,14542,222,8408,198,NA,3202
"District of Columbia","D.C.",2005,582049,3971,3577,14836,166,7720,195,NA,3700
"District of Columbia","D.C.",2006,581530,4589,3835,15908,185,7321,169,NA,3829
"District of Columbia","D.C.",2007,588292,3687,3926,17390,192,7606,181,NA,4265
"District of Columbia","D.C.",2008,591833,3707,3788,19958,186,6465,186,NA,4430
"District of Columbia","D.C.",2009,599657,3390,3696,19267,150,5532,145,NA,4404
"District of Columbia","D.C.",2010,604912,3382,4233,19514,187,5055,132,NA,4325
"District of Columbia","D.C.",2011,619020,3058,3850,21347,173,4457,108,NA,4094
"District of Columbia","D.C.",2012,633427,3505,3519,23575,236,3663,88,NA,4037
"District of Columbia","D.C.",2013,646449,3830,3316,24533,276,3234,103,395,4078
"District of Columbia","D.C.",2014,658893,4125,3466,26898,352,3783,105,472,3497
"District of Columbia","D.C.",2015,672228,4133,2971,25200,366,3264,162,494,3742
"District of Columbia","D.C.",2016,681170,4063,2361,27382,401,2973,139,532,3480
"District of Columbia","D.C.",2017,693972,3791,1809,25333,NA,2587,116,444,2623
"Florida","FL",1961,5222000,6755,37627,70655,398,8862,477,NA,3746
"Florida","FL",1962,5459000,6294,40575,78266,318,9187,420,NA,3457
"Florida","FL",1963,5652000,7272,46604,89034,398,9675,463,NA,4017
"Florida","FL",1964,5705000,10503,54959,108307,589,11775,489,NA,4958
"Florida","FL",1965,5805000,10951,55556,107733,771,12062,518,NA,5146
"Florida","FL",1966,5941000,12653,62839,123424,871,14453,612,NA,5933
"Florida","FL",1967,5995000,14006,73188,132298,913,17126,630,NA,7850
"Florida","FL",1968,6160000,16220,81743,147745,1113,19706,731,NA,9849
"Florida","FL",1969,6354000,16999,86308,161291,1347,24331,720,NA,10345
"Florida","FL",1970,6789443,18819,106036,194216,1509,26930,860,NA,12636
"Florida","FL",1971,7041000,22512,118175,215037,1708,27652,933,NA,13422
"Florida","FL",1972,7259000,23663,116516,206962,1920,26576,924,NA,13745
"Florida","FL",1973,7678000,25723,142597,234073,2447,34542,1180,NA,17069
"Florida","FL",1974,8090000,28457,185042,318708,2910,39065,1191,NA,22263
"Florida","FL",1975,8357000,33393,196358,354374,2986,36991,1130,NA,20031
"Florida","FL",1976,8421000,34944,164609,343069,3055,28605,903,NA,15695
"Florida","FL",1977,8452000,37960,157195,324601,3348,29698,859,NA,15885
"Florida","FL",1978,8594000,43182,170061,338299,3960,33400,949,NA,17701
"Florida","FL",1979,8860000,46124,190884,378099,4576,38298,1084,NA,22097
"Florida","FL",1980,9567112,53254,239825,424223,5439,45682,1387,NA,34015
"Florida","FL",1981,10166000,55407,241536,431222,5707,45712,1522,NA,35473
"Florida","FL",1982,10416000,55413,211932,427462,5587,44772,1409,NA,31002
"Florida","FL",1983,10680000,53797,191902,400796,5170,43236,1199,NA,28126
"Florida","FL",1984,10976000,58125,198446,408153,5570,46830,1264,NA,30311
"Florida","FL",1985,11366000,64165,228402,465792,6004,59724,1296,NA,35506
"Florida","FL",1986,11675000,70668,259331,510496,6152,69824,1371,NA,42822
"Florida","FL",1987,12023000,72896,271346,546466,6032,81355,1371,NA,42869
"Florida","FL",1988,12377000,80857,283960,589215,6154,94694,1416,NA,49916
"Florida","FL",1989,12671000,81683,289254,583702,6299,102086,1405,NA,51188
"Florida","FL",1990,12937926,98902,280832,591210,6781,106902,1379,NA,53928
"Florida","FL",1991,13277000,96047,266313,607222,6865,104035,1248,NA,53083
"Florida","FL",1992,13488000,104827,254755,598093,7310,111685,1208,NA,49482
"Florida","FL",1993,13679000,107479,251063,603784,7359,122516,1224,NA,48913
"Florida","FL",1994,13953000,105679,237341,626578,7301,127186,1165,NA,45871
"Florida","FL",1995,14166000,101302,215657,612311,6887,111320,1037,NA,42485
"Florida","FL",1996,14400000,101122,219056,605448,7508,103769,1077,NA,41643
"Florida","FL",1997,14654000,100926,213926,594492,7599,107195,1012,NA,40459
"Florida","FL",1998,14916000,95447,203105,579752,7404,104250,967,NA,36198
"Florida","FL",1999,15111244,89226,181378,534105,6990,93191,859,NA,31969
"Florida","FL",2000,15982378,90008,172898,518298,7057,89181,903,NA,31809
"Florida","FL",2001,16373330,90331,176052,516548,6641,89917,874,NA,32867
"Florida","FL",2002,16691701,88476,177242,511478,6753,88516,911,NA,32581
"Florida","FL",2003,16999181,85106,170644,505489,6727,81563,924,NA,31523
"Florida","FL",2004,17385430,86199,166332,482484,6612,78325,946,NA,29997
"Florida","FL",2005,17768191,88341,164783,472912,6592,75303,883,NA,30141
"Florida","FL",2006,18089888,87851,170873,473774,6475,76454,1129,NA,34147
"Florida","FL",2007,18251243,86372,181836,490783,6149,73630,1202,NA,38155
"Florida","FL",2008,18328340,82848,188472,506902,5972,63515,1168,NA,36268
"Florida","FL",2009,18537969,76112,181884,479867,5501,50259,1017,NA,30911
"Florida","FL",2010,18838613,69523,169119,458454,5373,41462,987,NA,26086
"Florida","FL",2011,19082262,66319,170171,461408,5273,39621,984,NA,25622
"Florida","FL",2012,19320749,63929,153563,442095,5260,37330,1009,NA,23889
"Florida","FL",2013,19552860,61054,138916,433344,4722,34912,972,6760,23200
"Florida","FL",2014,19893297,72895,143220,493647,6051,42579,1149,8563,24914
"Florida","FL",2015,20271272,63895,109268,420341,5430,40661,1041,7553,21137
"Florida","FL",2016,20612439,59816,100325,410352,5528,43135,1111,7598,20175
"Florida","FL",2017,20984400,58031,88853,395453,NA,42914,1057,7940,18597
"Georgia","GA",1961,3987000,4360,17439,29746,380,6260,400,NA,1129
"Georgia","GA",1962,4100000,4038,18872,30436,439,7852,422,NA,1301
"Georgia","GA",1963,4140000,4823,19400,34843,396,8598,390,NA,1410
"Georgia","GA",1964,4294000,5808,22706,37954,529,9949,503,NA,1445
"Georgia","GA",1965,4357000,6403,21236,38428,586,8430,491,NA,1297
"Georgia","GA",1966,4459000,6357,24580,42070,650,8104,504,NA,1555
"Georgia","GA",1967,4509000,5792,26667,43900,561,9014,501,NA,1682
"Georgia","GA",1968,4588000,6467,30317,47858,619,10846,636,NA,2181
"Georgia","GA",1969,4641000,6995,32555,54897,794,12672,551,NA,2895
"Georgia","GA",1970,4589575,8139,41301,62812,740,14164,702,NA,4395
"Georgia","GA",1971,4664000,9291,49003,63173,1004,14078,745,NA,4858
"Georgia","GA",1972,4720000,9628,51056,60689,984,14477,871,NA,6340
"Georgia","GA",1973,4786000,10103,60726,66558,1236,17153,834,NA,7565
"Georgia","GA",1974,4882000,10779,71394,81078,1323,16945,868,NA,8617
"Georgia","GA",1975,4926000,12442,77867,110762,1251,16637,711,NA,8204
"Georgia","GA",1976,4970000,12022,71984,130130,1240,15888,692,NA,7076
"Georgia","GA",1977,5048000,12946,68205,109554,1570,15036,593,NA,7094
"Georgia","GA",1978,5084000,13432,75022,124880,1928,18126,731,NA,8454
"Georgia","GA",1979,5118000,14562,81579,145758,2216,21304,877,NA,10939
"Georgia","GA",1980,5400851,16189,91773,160764,2391,20115,743,NA,10670
"Georgia","GA",1981,5569000,16267,93121,171170,2362,18635,960,NA,10938
"Georgia","GA",1982,5639000,15292,84469,165049,2242,17579,713,NA,8716
"Georgia","GA",1983,5732000,15408,72614,143398,2021,16050,483,NA,8267
"Georgia","GA",1984,5837000,16619,70310,147251,2356,17060,546,NA,8414
"Georgia","GA",1985,5976000,17292,81070,171950,2587,22050,620,NA,9812
"Georgia","GA",1986,6104000,19449,88695,182171,2678,26264,686,NA,13056
"Georgia","GA",1987,6222000,19438,96572,197302,2681,30637,735,NA,13014
"Georgia","GA",1988,6401000,23278,103106,223768,2970,35502,748,NA,15593
"Georgia","GA",1989,6436000,25937,110215,255578,3150,42075,820,NA,17450
"Georgia","GA",1990,6478216,27690,104905,240623,3472,43637,767,NA,17067
"Georgia","GA",1991,6623000,27483,100317,240359,2800,40489,849,NA,17762
"Georgia","GA",1992,6751000,28835,97402,246619,3057,38913,741,NA,16863
"Georgia","GA",1993,6917000,29628,90423,246849,2448,41076,789,NA,17154
"Georgia","GA",1994,7055000,28249,81406,256208,2448,39312,703,NA,15703
"Georgia","GA",1995,7201000,29318,76324,264872,2539,43809,683,NA,14777
"Georgia","GA",1996,7353000,28879,81968,288803,2357,46215,630,NA,15100
"Georgia","GA",1997,7486000,27044,81320,262263,2328,44572,563,NA,15473
"Georgia","GA",1998,7642000,26514,75720,255459,2322,42538,618,NA,14308
"Georgia","GA",1999,7788240,25721,71429,247834,2319,40120,583,NA,12962
"Georgia","GA",2000,8186453,25450,68488,240440,1968,38702,651,NA,13250
"Georgia","GA",2001,8405677,24491,71799,238484,2180,37589,598,NA,14402
"Georgia","GA",2002,8544005,23125,73932,234591,2108,38036,606,NA,13432
"Georgia","GA",2003,8676460,22501,79001,247196,2234,43392,657,NA,14043
"Georgia","GA",2004,8918129,23561,82992,249426,2387,44238,613,NA,13656
"Georgia","GA",2005,9132553,23977,84463,249594,2143,44477,564,NA,14041
"Georgia","GA",2006,9363941,26469,85140,234445,2169,43127,605,NA,15511
"Georgia","GA",2007,9544750,26708,90294,238436,2198,42518,720,NA,17291
"Georgia","GA",2008,9685744,26571,100564,247709,2334,39644,640,NA,17808
"Georgia","GA",2009,9829211,24553,98606,229216,2323,33163,566,NA,14631
"Georgia","GA",2010,9712157,24034,96947,226161,2107,30341,555,NA,12372
"Georgia","GA",2011,9812460,21881,96014,231543,2066,29678,549,NA,12266
"Georgia","GA",2012,9915646,22447,86992,223875,2143,28606,583,NA,12502
"Georgia","GA",2013,9992167,20915,82258,225315,1984,26826,556,2582,12488
"Georgia","GA",2014,10097343,22052,76428,228034,2159,26854,580,3048,12417
"Georgia","GA",2015,10214860,22557,66374,215867,2296,26482,615,3224,12247
"Georgia","GA",2016,10310371,24595,63344,219625,2528,26801,681,3509,12205
"Georgia","GA",2017,10429379,23793,55374,216661,NA,26263,703,2718,10044
"Hawaii","HI",1961,657000,51,3909,10498,25,2003,15,NA,70
"Hawaii","HI",1962,693000,99,4485,10693,17,2213,20,NA,120
"Hawaii","HI",1963,694000,105,4944,10812,18,1674,12,NA,80
"Hawaii","HI",1964,701000,447,5880,11301,18,1803,15,NA,95
"Hawaii","HI",1965,711000,329,6974,13078,6,2581,23,NA,133
"Hawaii","HI",1966,718000,387,8111,14152,35,2292,21,NA,155
"Hawaii","HI",1967,739000,390,8516,15392,37,2987,18,NA,146
"Hawaii","HI",1968,778000,408,10610,19323,56,3935,22,NA,176
"Hawaii","HI",1969,794000,278,10360,20692,97,4255,27,NA,282
"Hawaii","HI",1970,769913,332,11211,23914,91,4474,28,NA,487
"Hawaii","HI",1971,789000,916,11339,25425,138,4476,42,NA,734
"Hawaii","HI",1972,809000,583,10805,22029,172,3223,55,NA,448
"Hawaii","HI",1973,832000,387,12775,23552,168,3635,44,NA,696
"Hawaii","HI",1974,847000,441,15117,29584,221,4964,70,NA,1030
"Hawaii","HI",1975,865000,504,15802,29909,214,4530,67,NA,1104
"Hawaii","HI",1976,887000,590,16690,32544,209,4808,55,NA,1180
"Hawaii","HI",1977,895000,574,17108,35088,228,4380,64,NA,1146
